experiment,epoch,accuracy,maxpool
0,0,2.878000020980835,1000.0
0,0,2.878000020980835,1000.0
0,0,2.878000020980835,1000.0
0,1,0.09999999403953552,1000.0
0,1,0.09999999403953552,1000.0
0,1,0.09999999403953552,1000.0
0,2,0.09999999403953552,1000.0
0,2,0.09999999403953552,1000.0
0,2,0.09999999403953552,1000.0
0,3,0.09999999403953552,1000.0
0,3,0.09999999403953552,1000.0
0,3,0.09999999403953552,1000.0
0,4,0.09999999403953552,1000.0
0,4,0.09999999403953552,1000.0
0,4,0.09999999403953552,1000.0
